Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785096604,100,,Aggregated,22.600000,0.000000,4100,4400,4600,4700,5200,5600,5800,5800,6200,6200,6200,881,0,4100,4018.56396878549,240.73970000063127,6234.207999999853,203.66401816118048
1785096605,100,,Aggregated,22.600000,0.000000,4200,4400,4600,4700,5200,5500,5800,5800,6200,6200,6200,902,0,4200,4031.636398891376,240.73970000063127,6234.207999999853,203.4068736141907
1785096606,100,,Aggregated,23.600000,0.000000,4200,4500,4600,4700,5200,5500,5800,5800,6200,6200,6200,921,0,4200,4045.6415788273835,240.73970000063127,6234.207999999853,203.8653637350706
1785096607,100,,Aggregated,22.300000,0.000000,4200,4500,4600,4700,5200,5500,5800,5800,6200,6200,6200,945,0,4200,4063.276607619062,240.73970000063127,6234.207999999853,203.71428571428572
1785096608,100,,Aggregated,22.100000,0.000000,4200,4500,4600,4700,5200,5500,5800,5800,6200,6200,6200,974,0,4200,4075.4210176591473,240.73970000063127,6234.207999999853,203.00102669404518
1785096609,100,,Aggregated,20.900000,0.000000,4200,4500,4600,4700,5100,5500,5800,5800,6200,6200,6200,991,0,4200,4074.2511348133366,240.73970000063127,6234.207999999853,203.01109989909182
1785096610,100,,Aggregated,21.200000,0.000000,4200,4500,4600,4700,5100,5500,5800,5800,6100,6200,6200,1001,0,4200,4078.5193927073096,240.73970000063127,6234.207999999853,202.97502497502498
1785096611,100,,Aggregated,21.800000,0.000000,4300,4500,4600,4700,5100,5500,5800,5800,6100,6200,6200,1021,0,4300,4089.7976326151,240.73970000063127,6234.207999999853,202.90499510284036
1785096612,100,,Aggregated,21.200000,0.000000,4300,4500,4600,4700,5100,5500,5800,5800,6100,6200,6200,1045,0,4300,4103.41661215313,240.73970000063127,6234.207999999853,203.1311004784689
1785096613,100,,Aggregated,20.000000,0.000000,4300,4500,4700,4800,5100,5500,5700,5800,6100,6200,6200,1069,0,4300,4119.36665369506,240.73970000063127,6234.207999999853,203.18054256314312
1785096614,100,,Aggregated,19.900000,0.000000,4300,4600,4700,4800,5100,5500,5700,5800,6100,6200,6200,1090,0,4300,4135.252125963324,240.73970000063127,6234.207999999853,203.6302752293578
1785096615,100,,Aggregated,20.200000,0.000000,4300,4600,4700,4800,5100,5500,5700,5800,6100,6200,6200,1103,0,4300,4140.2241980961235,240.73970000063127,6234.207999999853,203.8386219401632
1785096616,100,,Aggregated,20.200000,0.000000,4300,4600,4700,4800,5100,5500,5700,5800,6100,6200,6200,1121,0,4300,4148.681061552206,240.73970000063127,6234.207999999853,203.70383586083852
1785096617,100,,Aggregated,21.100000,0.000000,4300,4600,4700,4800,5100,5500,5700,5800,6100,6200,6200,1144,0,4300,4160.253651923099,240.73970000063127,6234.207999999853,204.17744755244755
