Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784485365,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784485366,20,,Aggregated,0.000000,0.000000,360,380,400,460,870,870,870,870,870,870,870,9,0,360,405.93256666519056,269.14610000676475,868.7235999968834,215.22222222222223
1784485367,60,,Aggregated,0.000000,0.000000,430,600,660,870,1200,1500,1800,1800,1800,1800,1800,25,0,430,595.284892001655,211.9883999985177,1796.883600007277,227.88
1784485368,80,,Aggregated,0.000000,0.000000,740,1100,1500,1600,2200,2600,2900,2900,2900,2900,2900,40,0,660,965.6367400028103,211.9883999985177,2872.6827000209596,230.55
1784485369,100,,Aggregated,6.000000,0.000000,1100,1500,1800,1900,2500,2600,2900,3200,3200,3200,3200,59,0,1100,1235.0665576286392,211.9883999985177,3190.769899985753,231.98305084745763
1784485370,100,,Aggregated,9.000000,0.000000,1400,1800,2300,2400,2800,3300,3600,3700,3700,3700,3700,83,0,1400,1502.3350397598963,211.9883999985177,3710.379099997226,230.710843373494
1784485371,100,,Aggregated,10.500000,0.000000,1500,1900,2300,2500,3300,3700,5100,5100,5100,5100,5100,110,0,1400,1669.3571045468243,211.9883999985177,5141.160900006071,225.29090909090908
1784485372,100,,Aggregated,12.000000,0.000000,1700,2300,2500,2900,3600,4200,5100,5100,5100,5100,5100,126,0,1700,1874.5272309539678,211.9883999985177,5141.160900006071,226.52380952380952
1784485374,100,,Aggregated,14.333333,0.000000,1900,2500,3300,3500,4100,4600,5100,5100,5100,5100,5100,147,0,1900,2123.1083653074907,211.9883999985177,5141.160900006071,226.52380952380952
1784485375,100,,Aggregated,15.750000,0.000000,2100,2900,3600,3800,4500,5000,5200,5700,5900,5900,5900,164,0,2100,2318.364256708464,211.9883999985177,5908.941800007597,226.3170731707317
1784485376,100,,Aggregated,16.333333,0.000000,2300,3200,3700,3800,4800,5300,6100,6400,6700,6700,6700,175,0,2300,2458.925570858243,211.9883999985177,6740.921299991896,225.84571428571428
1784485377,100,,Aggregated,16.300000,0.000000,2500,3600,4000,4500,5100,5700,6400,7200,9500,9500,9500,202,0,2400,2766.251105941385,211.9883999985177,9520.082699978957,221.78217821782178
1784485378,100,,Aggregated,17.400000,0.000000,2500,3700,4300,4700,5300,6200,8000,9300,9500,9500,9500,227,0,2500,2944.443431278252,211.9883999985177,9520.082699978957,220.1013215859031
1784485379,100,,Aggregated,18.700000,0.000000,2900,3900,4500,4800,5400,6400,8000,9300,9600,9600,9600,256,0,2900,3061.1735621097296,211.9883999985177,9575.374300009571,217.6171875
